,Customer Type,Class,Flight Distance,Seat Comfort,Inflight Wifi Service,Inflight Entertainment,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
19758,1,0,1616,2,1,3,4,29,5,0
93359,1,2,1507,2,4,5,4,13,2,1
103701,1,1,262,4,4,3,4,1,4,0
19884,1,0,531,2,4,5,5,5,0,1
38275,1,0,1888,4,4,5,4,0,0,0
67345,1,0,2714,1,1,1,4,0,0,0
34002,1,0,2062,4,4,4,5,10,10,0
99592,1,2,3416,2,1,3,4,0,0,1
62215,0,2,2948,5,2,4,4,0,5,1
13844,1,0,2674,2,2,2,4,7,0,0
104530,1,2,1841,2,4,2,4,20,15,1
4040,1,0,312,0,4,2,4,10,56,1
12220,1,0,3311,2,4,2,4,0,5,0
108510,1,2,3290,2,3,5,4,0,0,1
113533,1,2,2630,3,5,5,5,50,46,1
25984,1,0,2168,4,3,5,5,18,17,1
21528,1,1,608,2,4,4,5,0,7,1
105164,1,0,1562,4,4,4,4,3,15,0
112611,1,2,3339,1,5,3,4,43,59,1
25492,1,1,1408,3,2,3,4,0,0,0
43763,0,1,1264,1,5,2,3,59,81,0
94822,1,2,662,1,3,4,4,2,0,1
54466,0,0,3370,3,4,3,4,27,31,0
122665,1,2,637,2,3,5,5,0,0,1
95056,1,2,3351,2,3,2,4,50,43,1
9649,1,0,2816,2,2,2,3,0,0,0
40524,0,2,1585,0,3,0,5,76,69,1
129553,1,2,2097,2,2,4,5,0,10,1
10609,1,0,2977,2,4,2,3,0,0,0
52620,0,0,1821,3,4,3,3,9,13,0
10159,1,0,1911,2,4,2,4,21,7,0
98272,1,2,1059,5,1,4,4,0,0,1
22740,1,1,2164,3,4,3,2,7,11,0
57128,0,0,1826,4,5,4,5,0,5,1
9097,1,0,3369,2,5,2,3,0,0,0
69582,1,1,2171,1,1,1,3,1,0,0
42640,0,0,1099,1,2,1,4,1,5,0
65227,1,2,133,0,3,4,5,0,0,1
3546,1,0,2118,1,1,1,5,0,0,0
98208,1,2,1076,3,2,4,4,107,111,1
123676,1,2,375,4,2,4,5,0,0,1
62973,0,2,2881,5,1,5,5,0,0,1
12104,1,0,2448,2,2,1,5,0,0,0
58518,0,2,1726,4,1,4,5,0,0,1
25090,1,0,2651,1,5,5,4,0,0,1
117487,1,0,1804,5,5,5,5,0,2,1
22561,1,0,1285,5,5,5,5,0,0,1
55345,0,2,2438,3,5,3,3,29,20,0
8499,1,0,3409,2,1,2,3,0,0,0
112800,1,1,1982,4,4,5,1,45,34,1
101832,1,2,1488,2,4,4,4,0,0,1
107772,1,0,284,4,4,1,4,0,0,1
112632,1,2,2616,2,2,4,4,0,7,1
107517,1,0,2774,4,4,4,5,148,129,1
15922,1,0,2449,2,4,3,4,0,0,0
11238,1,0,1413,2,1,2,1,21,43,0
6087,1,0,2245,1,3,1,5,19,17,0
27802,1,0,1965,3,4,3,4,13,26,0
49841,0,2,2863,2,1,3,3,5,7,0
61075,0,2,3102,4,5,4,4,0,0,1
15924,1,0,1728,4,5,4,4,0,0,1
90879,1,2,1938,5,4,4,4,45,62,1
5240,1,0,1538,1,4,1,4,0,0,0
82616,1,2,2333,5,2,5,3,65,58,1
55834,0,0,1645,3,2,3,3,1,24,0
38815,1,0,1776,5,2,5,3,28,20,1
70728,1,2,2108,4,2,2,5,0,0,1
5658,1,0,2099,1,2,4,1,0,0,0
40824,0,0,1603,0,3,0,4,0,10,1
21382,1,0,777,1,5,5,5,19,17,1
22718,1,0,1914,3,4,3,2,0,0,0
42847,0,2,1882,1,5,1,4,45,39,0
80449,1,2,1870,4,4,3,3,10,0,1
108240,1,2,447,1,5,4,4,102,116,1
112928,1,2,3332,4,5,4,4,0,0,1
52717,0,0,2902,3,5,3,2,6,6,0
69330,1,2,1687,2,2,1,3,16,19,0
98255,1,2,1070,1,5,5,4,47,51,1
9620,1,0,2598,2,5,5,4,0,0,1
55572,0,0,1663,3,3,3,4,4,3,0
33395,1,0,654,4,3,4,1,37,22,0
100152,1,2,614,1,5,5,4,0,0,1
59023,0,2,1645,4,1,4,4,0,0,1
4204,1,0,2236,1,5,1,3,1,0,0
95192,1,2,572,3,1,1,4,0,0,1
15774,1,0,309,2,2,3,4,16,6,1
99345,1,2,2551,1,2,4,4,0,0,1
86806,1,2,1869,4,3,1,4,109,119,0
76992,1,0,1432,2,2,2,3,6,13,0
74564,1,0,1438,2,2,2,3,0,16,0
55122,0,2,2720,3,5,3,4,0,11,0
18549,1,0,980,5,3,5,5,0,0,1
46617,0,0,1964,2,2,2,5,11,7,0
21318,1,1,2469,3,5,4,3,0,0,0
31802,1,0,1886,3,2,3,4,0,0,0
59214,0,0,2604,4,5,4,4,0,0,0
7157,1,0,331,1,4,5,3,0,0,1
121862,1,2,894,4,4,4,5,9,5,1
80091,1,1,1641,3,3,3,2,0,0,0
88027,1,2,2768,3,3,4,5,3,0,1
91810,1,0,2057,4,4,4,2,0,0,1
86893,1,2,686,4,1,4,4,0,0,1
121621,1,2,2498,4,2,5,5,11,1,1
85254,1,0,1337,3,1,4,3,0,0,0
66958,1,2,2734,1,1,3,1,0,12,0
97665,1,2,1430,2,3,5,4,11,14,1
10516,1,0,1602,5,3,4,4,0,0,1
116972,1,2,3454,5,4,5,5,27,15,1
91798,1,1,2314,4,4,4,5,5,0,1
17621,1,0,2564,2,3,4,4,0,0,1
129393,1,2,1960,3,5,4,5,12,16,1
117728,1,0,251,5,4,1,5,8,0,1
119025,1,2,1601,4,5,5,5,0,0,1
49324,0,0,1668,2,2,2,2,17,12,0
96055,1,2,1543,3,5,4,4,49,43,1
74883,1,2,1808,2,5,3,2,20,16,0
116107,1,2,3190,2,5,5,5,0,5,1
37467,1,0,2244,4,2,4,4,0,0,0
92825,1,2,2746,4,3,3,4,11,3,1
79660,1,2,2465,2,3,3,1,0,0,1
34587,1,0,1592,4,3,4,2,0,0,0
28462,1,0,1778,5,5,5,4,8,9,1
32606,1,0,2078,4,4,4,4,0,0,0
105583,1,1,1554,4,4,4,4,0,0,1
26393,1,0,1669,3,4,3,4,0,31,0
124079,1,2,2657,3,2,4,5,0,0,1
33724,1,0,1741,4,5,4,5,2,0,1
40925,0,0,2737,1,3,0,4,23,0,0
111580,1,2,3455,1,4,5,4,0,0,1
83306,1,2,1950,3,2,3,3,21,3,0
3035,1,0,1822,1,5,1,4,0,9,0
28408,1,0,2046,3,4,2,4,0,0,0
34272,1,0,681,4,3,5,3,1,1,0
25833,1,0,2571,4,5,4,5,0,0,1
91106,1,2,2797,2,2,5,4,6,0,1
62003,0,0,1572,5,4,1,5,0,8,1
95660,1,2,466,2,4,4,4,0,0,1
11328,1,0,1668,2,5,2,4,0,4,0
47713,0,2,2944,2,2,2,2,111,106,0
21871,1,2,596,5,4,4,5,93,97,1
19820,1,0,1685,5,3,5,5,0,0,1
54072,0,0,1915,3,3,3,4,0,0,0
55498,0,2,1691,3,5,3,4,0,10,0
91749,1,2,460,4,2,4,4,0,0,1
43829,0,0,2245,1,5,2,3,0,0,0
117654,1,2,3323,5,2,4,5,17,5,1
76137,1,2,2116,2,3,4,2,0,0,0
18915,1,2,1857,2,3,2,4,51,76,0
31112,1,0,2229,3,5,3,5,0,8,0
38678,1,0,472,5,3,4,4,0,0,1
72159,1,0,960,2,2,3,2,0,0,0
103810,1,0,1055,4,2,3,4,0,0,1
50954,0,0,1410,3,2,3,1,1,3,0
13643,1,0,2970,2,2,2,5,9,23,0
83451,1,1,1816,3,3,3,4,12,0,0
2132,1,0,760,4,4,4,1,0,0,1
105248,1,2,3353,2,4,5,4,51,48,1
15807,1,0,1731,4,3,3,4,0,3,1
90508,1,2,2873,4,2,1,4,0,0,1
61986,0,2,2258,5,5,5,5,1,9,1
52690,0,2,2358,3,4,3,4,0,0,0
65557,1,2,1596,0,3,3,2,0,0,1
87737,1,0,2382,4,3,4,5,14,0,1
74206,1,2,1645,3,3,3,2,0,21,1
72618,1,2,1263,3,5,5,2,0,0,1
111999,1,2,3424,2,5,5,4,0,5,1
39041,1,0,2619,5,3,5,4,0,0,1
58905,0,2,1114,4,4,4,5,0,0,1
62399,0,0,1681,5,3,5,4,9,0,1
123921,1,0,1612,5,5,5,1,28,21,1
17841,1,0,2402,4,1,4,4,0,3,1
25842,1,0,1193,2,5,5,5,0,0,1
115846,1,1,2255,5,5,5,2,0,23,1
23693,1,0,2067,5,1,2,5,0,0,1
59470,0,2,2191,4,1,4,5,0,0,0
16249,1,0,3042,2,3,1,4,1,7,0
48104,0,0,2186,2,4,2,3,2,0,0
47841,0,0,2454,2,5,2,3,13,14,0
12280,1,0,2180,2,1,2,4,0,0,0
64320,1,2,311,0,3,4,4,0,0,1
906,1,0,1829,1,2,1,5,0,37,0
41673,0,2,1033,1,3,1,3,0,0,0
73190,1,2,909,3,5,5,2,0,0,1
17449,1,0,1442,2,2,2,4,54,47,0
73834,1,2,2281,2,2,4,2,0,2,0
99395,1,2,3230,2,4,4,1,19,5,1
41080,0,0,1427,1,3,1,1,0,0,0
35165,1,0,2429,4,3,4,5,55,52,0
65730,1,0,2042,0,4,0,2,88,69,1
61325,0,0,2491,5,4,0,4,0,0,1
55420,0,2,1942,3,3,3,4,9,0,0
119606,1,2,3094,2,4,4,5,55,50,1
76486,1,0,1621,2,3,5,2,0,0,1
121078,1,2,2306,3,3,4,5,0,0,1
70267,1,0,1380,2,2,2,4,0,0,0
4905,1,0,2417,1,2,1,3,4,6,0
122534,1,2,691,1,5,4,5,15,0,1
14648,1,0,1576,1,3,5,4,0,0,1
97132,1,2,1909,2,4,4,4,0,0,1
63996,1,2,283,0,4,1,3,0,0,1
49188,0,2,2119,2,4,2,4,0,0,0
113134,1,2,2247,1,3,4,5,52,31,1
55204,0,2,1290,3,2,3,4,25,44,0
90904,1,2,2298,2,4,5,4,0,0,1
25496,1,0,365,4,5,3,5,0,4,1
103230,1,2,2366,5,4,4,5,3,0,1
94596,1,1,2023,4,4,4,4,9,5,1
123230,1,2,2178,1,2,4,5,0,0,1
117565,1,1,319,5,2,3,5,42,43,1
57445,0,2,2319,4,2,5,5,64,56,1
108967,1,2,2460,5,4,4,4,16,20,1
54576,0,2,3176,3,5,3,4,0,8,0
74829,1,2,2005,2,4,3,2,0,0,0
90991,1,2,2379,4,3,4,4,0,0,1
4657,1,0,1413,1,3,1,4,0,0,0
8769,1,0,2296,2,2,2,3,0,0,0
17288,1,0,1420,2,2,5,4,0,0,1
126374,1,2,1443,2,5,5,5,0,4,1
52459,0,2,3400,3,1,3,5,0,0,0
8623,1,0,513,4,4,4,1,0,0,1
77882,1,2,1573,1,5,4,3,46,37,1
119963,1,2,3311,5,5,3,5,0,0,1
16268,1,0,3033,2,3,1,4,11,0,0
112600,1,1,2410,5,4,5,3,0,3,1
15827,1,0,2678,4,4,5,4,0,0,1
27148,1,0,2037,3,2,2,5,0,0,1
68468,1,2,674,1,3,3,1,0,1,0
45349,0,0,1498,2,3,1,2,103,120,0
66419,1,2,1843,1,1,1,2,1,4,0
73263,1,0,1255,2,2,2,4,0,0,0
84250,1,0,494,3,4,4,3,0,0,0
38887,1,0,1772,5,4,0,5,14,11,1
94811,1,2,689,3,2,4,4,32,16,1
2620,1,0,1959,1,2,1,4,0,0,0
126479,1,2,1831,4,5,5,5,0,0,1
48485,0,2,1635,2,3,2,4,0,13,0
126828,1,2,465,1,1,2,5,38,89,1
95244,1,2,567,1,5,5,4,0,21,1
11943,1,0,1428,2,2,0,4,42,36,0
50589,0,0,1617,3,5,2,1,40,21,0
76387,1,2,3176,2,3,3,2,1,0,0
18828,1,0,2275,4,4,4,2,29,1,1
61541,0,0,1712,5,2,5,4,9,1,1
110698,1,2,1228,1,3,4,5,0,0,1
7798,1,0,1360,1,3,1,3,0,0,0
85982,1,2,2524,3,5,3,3,0,0,0
28581,1,0,1671,3,1,2,5,5,0,0
13796,1,0,1011,4,4,4,4,0,0,1
57697,0,2,2654,4,3,4,1,0,3,0
81704,1,2,1221,3,5,3,3,0,0,0
114125,1,2,1690,2,4,3,5,0,17,1
62178,0,2,2294,5,3,4,5,0,0,1
119974,1,0,1975,5,5,5,3,35,69,1
57878,0,0,1594,4,3,4,4,17,43,0
3234,1,1,1463,5,5,5,2,8,21,1
42820,0,2,1629,1,4,1,5,0,0,0
66009,1,2,3115,1,1,3,5,0,0,0
78956,1,0,1048,3,5,3,2,0,0,0
5264,1,0,207,1,2,2,4,0,0,1
63762,1,2,2794,0,5,4,3,0,4,1
119314,1,0,1791,5,5,5,5,0,0,1
68022,1,0,1765,1,1,1,3,0,0,0
23871,1,0,2795,2,3,5,5,0,0,1
15412,1,0,2118,2,1,2,5,0,1,0
43210,0,0,2267,1,4,1,4,0,0,0
122815,1,2,2022,2,5,5,5,11,6,1
97322,1,2,1673,2,2,3,4,0,0,1
8339,1,1,1430,2,5,3,4,0,0,0
10696,1,0,1659,4,2,3,4,4,0,1
8786,1,1,2599,2,2,2,4,38,49,0
2110,1,1,2279,1,1,1,4,11,15,0
50733,0,2,2053,3,4,3,5,0,0,0
98297,1,2,2386,2,3,4,4,39,36,1
72141,1,0,420,2,4,4,2,0,0,0
64108,1,1,1193,0,5,0,3,0,0,1
91739,1,2,486,4,5,5,4,13,7,1
81923,1,0,1058,3,2,4,3,0,0,0
22610,1,0,2004,3,5,2,3,0,0,0
114033,1,2,1858,2,5,4,5,19,7,1
49675,0,2,1748,2,5,2,4,0,0,0
120433,1,2,2345,5,3,4,5,5,0,1
37961,1,0,1609,4,2,4,4,10,4,0
66906,1,2,1765,1,1,1,3,0,17,0
1070,1,0,1789,0,2,2,3,5,0,1
70598,1,2,2959,2,3,5,2,25,16,1
72123,1,0,917,2,1,3,2,0,0,0
118606,1,2,1824,1,5,5,4,11,0,1
87650,1,0,2549,3,3,4,2,0,0,1
14901,1,0,2307,2,2,2,3,0,4,0
97973,1,0,566,4,5,3,4,7,104,0
84334,1,2,2798,4,3,3,3,0,0,1
72766,1,0,2370,2,2,2,4,14,42,0
38397,1,1,860,5,2,5,3,0,0,1
53726,0,2,2229,3,5,3,5,15,3,0
69329,1,0,2410,2,2,1,3,0,1,0
98900,1,2,1599,1,5,5,4,20,4,1
49726,0,1,2168,2,3,3,3,0,0,0
52225,0,0,2063,3,3,2,3,0,1,0
15729,1,0,2059,2,1,2,5,19,15,0
9247,1,0,1422,2,3,2,4,0,0,0
31612,1,0,768,3,2,4,1,3,21,0
123669,1,2,396,1,1,5,5,7,5,1
117352,1,2,1653,2,5,5,5,45,50,1
93410,1,0,2330,4,4,4,3,0,26,0
6352,1,0,2338,1,3,1,3,11,0,0
16779,1,0,557,4,4,4,4,0,0,1
84806,1,0,268,3,3,2,3,0,0,1
32090,1,0,2048,4,4,4,5,0,1,0
41053,0,0,1442,1,5,1,4,0,0,0
109959,1,2,1285,4,2,5,5,25,52,1
8852,1,0,2293,2,5,2,2,1,0,0
83248,1,2,491,3,5,4,3,79,81,0
120065,1,2,273,4,2,4,5,1,5,1
112833,1,0,1260,4,4,5,3,0,0,1
50740,0,2,1991,3,2,3,4,38,23,0
41127,0,0,1342,1,1,1,5,18,18,0
82019,1,2,3265,3,1,4,3,0,0,0
101042,1,2,441,5,2,5,4,0,0,1
93171,1,2,3340,3,4,4,5,0,0,1
120592,1,2,3471,5,5,5,5,1,0,1
106729,1,2,3184,1,4,3,4,0,0,1
60531,0,0,1502,4,5,4,4,0,0,0
26146,1,0,742,3,3,5,5,0,0,1
112980,1,2,2216,4,4,5,2,40,21,1
47142,0,0,2168,2,1,2,4,0,0,0
65740,1,2,2688,0,4,5,5,2,0,1
45192,0,0,1808,2,5,2,5,5,0,0
110967,1,2,1525,2,2,5,5,0,2,1
39996,0,2,1885,0,2,0,5,1,5,1
30505,1,0,2261,3,5,3,4,51,46,0
116569,1,2,3084,3,4,4,5,19,14,1
39078,1,0,1702,5,4,5,5,0,0,1
118128,1,0,1561,5,5,5,5,0,0,1
110568,1,0,1648,5,5,4,4,11,13,0
10025,1,2,1504,2,2,2,4,12,10,0
76247,1,1,1245,2,5,3,2,56,39,0
12389,1,0,1002,4,2,3,4,44,49,1
70619,1,2,1582,5,4,5,2,0,0,1
40373,0,0,2516,0,4,0,5,0,5,1
39722,1,0,1151,5,5,5,1,0,0,1
19135,1,0,391,4,4,1,5,0,0,1
93913,1,2,1040,2,5,4,4,0,0,1
79865,1,2,679,1,3,4,3,0,8,1
8569,1,0,784,1,5,4,4,60,69,1
58295,0,0,1302,4,1,4,1,10,0,1
64334,1,1,2574,0,3,0,2,0,0,1
114335,1,2,1291,1,4,4,5,25,0,1
39062,1,1,2054,5,2,5,4,0,1,1
72874,1,1,392,2,5,3,2,0,0,0
90057,1,2,1224,5,4,4,4,22,21,1
18865,1,1,2139,2,5,2,4,14,0,0
93200,1,2,1729,2,4,3,4,48,26,1
15326,1,0,1035,2,2,2,5,13,12,0
29320,1,0,2972,1,2,4,5,0,0,1
87362,1,0,1582,4,4,4,3,0,0,0
3810,1,0,1069,0,2,0,3,26,13,1
86708,1,2,1625,5,5,4,4,0,0,1
45505,0,2,1986,2,1,2,5,0,6,0
90025,1,2,1253,4,4,4,4,34,15,1
48405,0,0,2243,2,5,2,3,0,0,0
82550,1,2,3235,3,3,4,3,0,0,0
35958,1,0,352,4,2,5,3,27,30,0
16423,1,0,3407,2,2,4,3,131,112,0
61447,0,2,2396,5,3,5,4,0,0,1
32243,1,0,2246,4,3,3,4,0,0,0
62607,0,2,1826,5,3,5,5,0,0,1
88940,1,1,2161,3,3,4,2,0,0,1
66582,1,0,2807,1,1,1,3,39,12,0
71484,1,2,766,2,1,2,2,1,0,0
93983,1,2,1859,4,5,5,4,87,119,1
77232,1,1,3440,2,2,2,4,9,28,0
108694,1,2,1775,1,2,5,4,0,0,1
3034,1,0,1635,1,2,1,4,46,67,0
75149,1,0,3243,2,2,2,4,17,7,0
26473,1,0,1223,3,4,3,4,0,0,0
116883,1,0,1436,5,5,5,3,0,15,1
98002,1,2,2405,1,5,5,4,0,0,1
127599,1,2,274,2,3,5,5,0,0,1
27044,1,0,1120,1,4,4,5,0,0,1
30321,1,0,2195,3,5,3,5,0,0,0
126477,1,2,577,4,4,2,5,0,0,1
111603,1,2,905,2,2,5,4,53,39,1
126388,1,2,3133,2,2,4,5,0,0,1
85998,1,2,355,3,1,4,3,0,0,0
7855,1,0,2354,5,5,5,3,0,0,1
64335,1,1,1531,0,4,0,5,0,0,1
111971,1,2,3109,1,5,5,4,0,0,1
33331,1,1,2257,4,3,5,3,20,0,1
57372,0,0,1794,4,4,4,4,0,0,0
93217,1,1,1572,4,4,4,1,38,39,1
26690,1,0,1634,3,1,3,5,2,7,0
70907,1,2,2967,2,5,2,2,9,3,0
36983,1,0,1725,4,5,4,4,4,5,0
127755,1,2,2219,5,3,4,5,40,48,1
85466,1,2,3491,3,4,4,3,0,0,0
65955,1,2,1794,1,4,3,4,0,0,0
90893,1,2,770,4,2,5,4,3,6,1
33905,1,0,1459,4,4,4,4,0,9,0
80315,1,2,1233,5,3,4,3,0,0,1
29108,1,0,2095,5,5,5,5,0,0,1
109324,1,0,2726,4,4,4,4,0,0,1
67522,1,0,1142,1,1,1,4,13,44,0
80168,1,1,1934,3,3,3,2,0,0,0
128384,1,2,2890,4,1,4,5,2,0,1
58018,0,0,2784,4,5,3,5,0,0,0
104830,1,2,1741,2,4,4,4,1,0,1
30398,1,0,1617,3,5,4,5,0,0,1
36256,1,0,2340,4,2,5,4,13,5,0
27273,1,0,709,4,3,1,5,13,0,1
46379,0,0,2057,2,3,2,2,13,20,0
63347,0,0,2291,5,1,0,3,3,1,1
11112,1,0,1970,2,1,2,4,5,6,0
52551,0,2,2160,3,4,3,5,0,0,0
116125,1,2,2391,5,3,4,5,0,0,1
104447,1,2,1620,3,2,4,4,38,29,1
98960,1,2,2099,3,2,4,4,0,0,1
18045,1,0,2199,4,4,4,4,4,7,1
55373,0,0,1820,3,4,3,4,1,11,0
22750,1,0,1708,3,5,3,1,26,11,0
53136,0,2,2886,3,1,3,3,18,4,0
54620,0,0,2174,3,2,3,4,110,83,0
50100,0,0,2102,2,1,2,3,26,26,0
21455,1,0,3190,3,1,3,2,0,0,0
129808,0,0,2341,2,2,2,3,2,0,0
103796,1,2,2968,1,4,5,4,9,1,1
114499,1,2,2707,1,5,4,5,0,2,1
50868,0,2,2293,3,3,3,3,0,11,0
29236,1,0,2556,2,3,5,5,41,9,1
90475,1,2,3343,3,2,3,4,10,0,1
101933,1,2,280,3,1,3,4,0,0,1
105939,1,2,2877,2,4,4,4,120,128,1
23189,1,0,2153,3,4,3,2,21,6,0
92735,1,2,3499,3,1,1,4,4,6,1
109967,1,2,1199,4,5,4,5,0,9,1
39234,1,0,424,5,4,4,5,91,90,1
55566,0,2,1385,3,3,3,4,0,0,0
70977,1,0,757,2,4,2,2,35,20,0
72448,1,2,1538,4,3,4,2,0,0,1
123362,1,2,3078,3,3,4,5,0,0,1
110116,1,2,1659,3,5,4,4,16,0,1
119693,1,2,2409,2,3,5,5,11,0,1
95816,1,2,424,3,3,1,4,0,0,1
147,1,0,2825,0,1,0,3,0,0,1
28858,1,0,2091,3,5,3,5,39,28,0
60035,0,2,1826,4,5,4,5,0,0,1
71330,1,2,932,2,5,4,2,3,0,1
69341,1,2,2091,2,3,4,2,12,2,0
63241,0,2,1945,5,3,5,5,0,0,1
58627,0,0,2047,4,2,4,4,0,0,0
112955,1,2,773,1,3,4,4,0,0,1
65415,1,2,2823,0,5,5,3,0,1,1
123608,1,2,373,5,1,4,5,0,0,1
3080,1,1,1618,1,5,1,4,0,0,0
95000,1,0,1972,4,4,4,1,37,42,1
87601,1,2,467,3,3,4,3,0,0,1
67465,1,0,1393,1,1,1,4,22,9,0
58638,0,2,2195,4,4,4,5,0,0,1
89879,1,0,669,4,1,2,4,0,0,1
107678,1,2,834,5,2,4,4,0,0,1
121776,1,2,926,4,3,5,5,0,0,1
30824,1,0,1249,3,5,3,4,12,11,0
48858,0,2,1332,2,3,2,3,41,51,0
47561,0,1,1542,2,5,2,3,81,84,0
126500,1,2,595,4,4,4,5,0,0,1
115126,1,0,1422,5,5,5,2,0,0,1
3446,1,0,2617,1,3,1,3,0,6,0
13558,1,0,3451,2,1,2,4,0,0,0
43034,0,2,1162,1,3,1,4,108,119,0
57178,0,0,1672,4,3,4,4,0,0,0
102062,1,2,1954,2,5,4,4,0,0,1
23753,1,0,1388,3,5,3,4,11,7,0
54044,0,0,2065,3,1,3,2,67,55,0
127168,1,0,1772,5,5,5,3,14,7,1
65079,1,2,110,0,3,5,3,0,5,1
1074,1,0,2878,1,5,1,2,0,0,0
11598,1,1,1966,2,5,2,3,18,13,0
15346,1,1,343,3,3,5,4,19,44,1
30245,1,0,2250,5,2,5,5,2,4,1
81284,1,2,2228,3,2,4,3,0,0,0
103697,1,0,385,4,2,5,4,0,0,1
107012,1,2,2621,1,4,4,3,36,48,1
54760,0,2,2433,3,1,3,5,15,20,0
77645,1,2,2077,3,3,5,2,0,0,1
59797,0,2,2058,4,2,4,4,0,0,1
76972,1,1,2218,2,2,2,3,21,37,0
104728,1,2,1899,4,4,4,5,0,0,1
15399,1,0,1449,5,2,5,4,5,52,1
101037,1,0,1067,4,4,4,4,53,76,0
61006,0,2,1702,4,3,4,5,0,0,1
2337,1,1,925,5,5,2,4,0,0,1
101618,1,2,3348,5,5,4,4,95,95,1
112270,1,2,3390,4,4,5,5,23,26,1
96572,1,2,201,5,1,4,4,0,0,1
80251,1,2,1472,3,2,2,3,88,87,0
92257,1,2,364,4,5,4,4,71,43,1
6943,1,0,2067,1,3,1,2,0,3,0
27408,1,0,1484,5,4,5,5,0,0,1
112847,1,0,1253,4,4,5,2,0,0,1
98642,1,2,1647,1,2,5,4,3,0,1
116130,1,2,1855,1,5,4,5,0,0,1
129059,1,0,2281,5,5,5,1,0,0,1
124732,1,1,134,5,1,3,5,0,0,1
42842,0,0,2228,1,4,1,3,18,17,0
109868,1,2,352,5,3,4,5,0,0,1
28801,1,0,854,4,2,4,5,9,0,1
127815,1,2,215,2,4,4,5,0,0,1
124953,1,2,1682,1,5,5,5,12,0,1
37428,1,0,2286,4,2,4,4,75,58,0
46005,0,0,1790,2,2,2,1,0,0,0
64084,1,2,269,0,4,5,4,20,18,1
97704,1,2,1359,4,5,4,4,3,0,1
128500,1,2,920,4,2,5,5,0,5,1
27242,1,0,734,4,4,4,5,0,0,1
88032,1,2,2157,2,3,4,4,54,38,1
129802,0,0,1334,2,1,2,3,71,63,0
54631,0,2,1594,3,4,3,4,13,0,0
27725,1,0,2289,5,5,5,4,40,35,1
8983,1,2,1141,2,4,2,3,0,0,0
117000,1,2,3131,5,4,3,5,0,0,1
27565,1,0,2050,5,5,5,5,1,2,1
100502,1,2,3173,1,4,4,4,28,65,1
41519,0,0,2613,1,4,1,1,6,0,0
116299,1,0,3497,5,5,5,4,0,0,1
49974,0,2,1632,2,5,2,5,0,0,0
65212,1,0,2103,0,4,0,2,0,22,1
27328,1,1,640,1,5,5,4,0,0,1
1431,1,0,1750,4,3,4,3,0,0,1
14828,1,0,2693,2,2,2,4,19,65,0
26379,1,0,1844,1,3,5,5,2,0,1
7793,1,0,1730,1,1,1,5,0,0,0
1650,1,0,249,4,1,5,3,3,1,1
24351,1,0,2443,3,2,2,5,0,0,0
117304,1,2,2626,2,5,5,5,16,8,1
122613,1,0,1229,5,5,5,2,0,0,1
28737,1,0,2169,3,2,3,5,0,0,0
27195,1,2,2316,3,5,3,4,17,2,0
51135,0,0,1968,3,3,3,2,99,109,0
93532,1,2,3029,3,4,4,4,149,146,1
35831,1,0,1421,4,4,4,3,1,0,1
300,1,0,1176,0,1,0,4,1,2,1
126450,1,2,582,2,5,5,5,0,0,1
25609,1,0,102,3,5,5,5,0,0,1
114995,1,2,3288,4,5,5,5,0,0,1
16905,1,1,1478,2,2,2,5,0,0,0
65189,1,2,223,0,5,5,2,0,0,1
20811,1,0,2274,3,4,3,4,1,5,0
114252,1,2,2857,1,5,5,4,2,0,1
112283,1,2,883,1,4,5,4,0,0,1
120156,1,2,207,2,3,4,5,6,0,1
122823,1,2,1787,4,5,5,4,0,0,1
102889,1,2,3198,4,4,4,4,0,0,1
73644,1,2,1923,2,5,4,2,7,0,0
19105,1,0,2116,2,4,2,4,0,0,0
10040,1,0,956,2,4,2,3,0,0,0
50037,0,0,1820,2,2,2,4,36,23,0
83828,1,0,2286,3,3,3,3,29,41,0
23924,1,0,2389,3,4,4,1,0,0,0
41929,0,0,1654,1,5,1,2,0,0,0
19850,1,0,2352,1,1,1,5,26,18,1
22816,1,0,1770,3,5,3,3,0,0,0
65037,1,2,226,0,3,4,5,0,8,1
29942,1,0,2021,5,2,1,5,0,0,1
60549,0,0,2134,4,1,4,5,0,0,0
59421,0,0,2268,4,2,4,3,5,0,0
56095,0,0,2013,3,2,4,4,0,0,0
37170,1,0,292,4,2,5,2,0,0,1
38626,1,0,2072,5,1,5,3,0,0,1
54994,0,2,1342,3,5,3,3,0,0,0
96226,1,2,2299,3,2,4,4,0,1,1
100669,1,0,2794,4,4,4,4,0,0,0
17982,1,0,1702,2,3,2,5,0,0,0
47636,0,0,1793,2,3,2,3,17,6,0
27647,1,0,1340,4,2,4,5,0,0,1
52376,0,0,2526,3,3,3,4,0,0,1
48778,0,0,2424,2,2,2,3,74,68,0
73027,1,0,882,2,5,2,2,0,0,1
121958,1,0,245,5,3,1,5,0,0,1
103490,1,2,2219,5,5,5,4,0,3,1
94165,1,2,2679,4,4,4,1,0,0,0
1860,1,0,856,4,1,4,4,12,1,1
42024,0,0,2838,1,5,1,4,0,0,0
56986,0,2,1707,4,2,4,5,8,1,1
60418,0,2,2443,4,5,4,4,0,0,0
125942,1,2,788,4,4,5,5,1,0,1
